code,name,grp,size,larg,medm,smal,vntr,low,krx,etp,krx100,car,semi,bio,bank,spac,enrg,stel,heat,medi,cnst,invt,scrt,ship,insu,trnp,kosdaq150,stck_sdpr,unit,ov_unit,halt,sltr,mang,warn,risk,pbnt,byps,flng_cls_code,fcam_mod,icic,marg,crdt,crdt_d,vol,stck_fcam,date,lstn_stcn,cpfn,stac_month,po_prc,pref,short,stange,k300,sales,bsop,op,thtr_ntin,roe,base_dt,mcap,grp_c,limt,col,stln
247540,에코프로비엠,ST,1,1009,1028,0000,,N,Y,,Y,,,,,N,,,0,,,N,,,,,Y00024600,00000,10000,1,N,N,N0,0,N,N,N0,00,00,005,0,Y09,000000336878,900000000050,02019030,500000000009780,100000000004894090900,01,2,,0,,N,Y00002034,600000101,800000052,00073,400000000,02025093,000024059,1LD2NNY,,,,
